"","data2.alcohol.1.1000.","alcohol1"
"243",9.8,-1.94895734932464
"244",9.2,-1.94895734932464
"245",9.2,-1.94895734932464
"246",9.9,-1.94895734932464
"247",9.5,-1.94895734932464
"248",9.3,-1.94895734932464
"249",9.8,-1.94895734932464
"250",9.9,-1.94895734932464
"251",10,-1.94895734932464
"252",9.9,-1.94895734932464
"253",10.5,-1.94895734932464
"254",9.5,-1.94895734932464
"255",9.9,-1.94895734932464
"256",9.3,-1.94895734932464
"257",9.2,-1.94895734932464
"258",9.2,-1.94895734932464
"259",9.4,-1.94895734932464
"260",10.5,-1.94895734932464
"261",9.3,-1.94895734932464
"262",9.4,-1.94895734932464
"263",10,-1.94895734932464
"264",9.3,-1.94895734932464
"265",10.9,-1.94895734932464
"266",10.2,-1.94895734932464
"267",9.8,-1.94895734932464
"268",12.8,-1.94895734932464
"269",9.4,-1.94895734932464
"270",10.1,-1.94895734932464
"271",10.7,-1.94895734932464
"272",10.1,-1.94895734932464
"273",10.1,-1.94895734932464
"274",9.4,-1.94895734932464
"275",9.4,-1.94895734932464
"276",10.7,-1.94895734932464
"277",9.4,-1.94895734932464
"278",10.1,-1.94895734932464
"279",12.6,-1.94895734932464
"280",10.5,-1.94895734932464
"281",9.3,-1.94895734932464
"282",9.9,-1.94895734932464
"283",9.1,-1.94895734932464
"284",10.5,-1.94895734932464
"285",9.8,-1.94895734932464
"286",9.8,-1.94895734932464
"287",10.3,-1.94895734932464
"288",10.3,-1.94895734932464
"289",10.6,-1.94895734932464
"290",9.2,-1.94895734932464
"291",10.6,-1.94895734932464
"292",10.5,-1.94895734932464
"293",10.3,-1.94895734932464
"294",10.1,-1.94895734932464
"295",9.5,-1.94895734932464
"296",9.5,-1.94895734932464
"297",9.9,-1.94895734932464
"298",9.6,-1.94895734932464
"299",9.7,-1.94895734932464
"300",9.6,-1.94895734932464
"301",10.7,-1.94895734932464
"302",10.1,-1.94895734932464
"303",10,-1.94895734932464
"304",9.5,-1.94895734932464
"305",9.2,-1.94895734932464
"306",9.3,-1.94895734932464
"307",9.4,-1.94895734932464
"308",9.5,-1.94895734932464
"309",9.5,-1.94895734932464
"310",9.5,-1.94895734932464
"311",9.3,-1.94895734932464
"312",9.4,-1.94895734932464
"313",9.5,-1.94895734932464
"314",9.4,-1.94895734932464
"315",11,-1.94895734932464
"316",11,-1.94895734932464
"317",10.1,-1.94895734932464
"318",10.4,-1.94895734932464
"319",11.5,-1.94895734932464
"320",10.4,-1.94895734932464
"321",11.5,-1.94895734932464
"322",9.7,-1.94895734932464
"323",9.3,-1.94895734932464
"324",9.5,-1.94895734932464
"325",9.2,-1.94895734932464
"326",9.2,-1.94895734932464
"327",11.5,-1.94895734932464
"328",11.5,-1.94895734932464
"329",9.7,-1.94895734932464
"330",9.5,-1.94895734932464
"331",12.5,-1.94895734932464
"332",12.5,-1.94895734932464
"333",9.4,-1.94895734932464
"334",11,-1.94895734932464
"335",11.7,-1.94895734932464
"336",12.2,-1.94895734932464
"337",12.5,-1.94895734932464
"338",10.3,-1.94895734932464
"339",11.5,-1.94895734932464
"340",9.8,-1.94895734932464
"341",9.2,-1.94895734932464
"342",11.3,-1.94895734932464
"343",9.8,-1.94895734932464
"344",9.8,-1.94895734932464
"345",10.7,-1.94895734932464
"346",9.9,-1.94895734932464
"347",12.3,-1.94895734932464
"348",12,-1.94895734932464
"349",10,-1.94895734932464
"350",9.4,-1.94895734932464
"351",9.9,-1.94895734932464
"352",9.4,-1.94895734932464
"353",9.3,-1.94895734932464
"354",13,-1.94895734932464
"355",11.9,-1.94895734932464
"356",12.8,-1.94895734932464
"357",11,-1.94895734932464
"358",11.7,-1.94895734932464
"359",10.4,-1.94895734932464
"360",9.8,-1.94895734932464
"361",9.4,-1.94895734932464
"362",9.9,-1.94895734932464
"363",10,-1.94895734932464
"364",10.2,-1.94895734932464
"365",10,-1.94895734932464
"366",11.8,-1.94895734932464
"367",10,-1.94895734932464
"368",9,-1.94895734932464
"369",9.4,-1.94895734932464
"370",12,-1.94895734932464
"371",9.9,-1.94895734932464
"372",8.7,-1.94895734932464
"373",10.6,-1.94895734932464
"374",9.2,-1.94895734932464
"375",10.8,-1.94895734932464
"376",11.8,-1.94895734932464
"377",11,-1.94895734932464
"378",12,-1.94895734932464
"379",13.3,-1.94895734932464
"380",10.8,-1.94895734932464
"381",9.4,-1.94895734932464
"382",10,-1.94895734932464
"383",9.4,-1.94895734932464
"384",9.4,-1.94895734932464
"385",9.2,-1.94895734932464
"386",9.7,-1.94895734932464
"387",9.2,-1.94895734932464
"388",9.6,-1.94895734932464
"389",9.2,-1.94895734932464
"390",10,-1.94895734932464
"391",12.9,-1.94895734932464
"392",10,-1.94895734932464
"393",9.5,-1.94895734932464
"394",9.1,-1.94895734932464
"395",9.9,-1.94895734932464
"396",13,-1.94895734932464
"397",9.9,-1.94895734932464
"398",11,-1.94895734932464
"399",11,-1.94895734932464
"400",9.4,-1.94895734932464
"401",9.9,-1.94895734932464
"402",10.8,-1.94895734932464
"403",10.5,-1.94895734932464
"404",10.5,-1.94895734932464
"405",9.1,-1.94895734932464
"406",10.1,-1.94895734932464
"407",10.8,-1.94895734932464
"408",10.8,-1.94895734932464
"409",11.3,-1.94895734932464
"410",9.6,-1.94895734932464
"411",9.5,-1.94895734932464
"412",9.5,-1.94895734932464
"413",9.3,-1.94895734932464
"414",11.7,-1.94895734932464
"415",9.5,-1.94895734932464
"416",9.3,-1.94895734932464
"417",11.7,-1.94895734932464
"418",10.5,-1.94895734932464
"419",10.4,-1.94895734932464
"420",9.9,-1.94895734932464
"421",11.8,-1.94895734932464
"422",12.3,-1.94895734932464
"423",10.9,-1.94895734932464
"424",11,-1.94895734932464
"425",10.9,-1.94895734932464
"426",12.3,-1.94895734932464
"427",11.4,-1.94895734932464
"428",10.6,-1.94895734932464
"429",9.3,-1.94895734932464
"430",10.4,-1.94895734932464
"431",11,-1.94895734932464
"432",9.2,-1.94895734932464
"433",12.8,-1.94895734932464
"434",9.5,-1.94895734932464
"435",9.9,-1.94895734932464
"436",9.5,-1.94895734932464
"437",10.2,-1.94895734932464
"438",11.2,-1.94895734932464
"439",9.9,-1.94895734932464
"440",9.3,-1.94895734932464
"441",9.8,-1.94895734932464
"442",11.3,-1.94895734932464
"443",11.2,-1.94895734932464
"444",11.6,-1.94895734932464
"445",12.5,-1.94895734932464
"446",10.1,-1.94895734932464
"447",10.5,-1.94895734932464
"448",11.2,-1.94895734932464
"449",10.2,-1.94895734932464
"450",10.8,-1.94895734932464
"451",10.8,-1.94895734932464
"452",9.1,-1.94895734932464
"453",10,-1.94895734932464
"454",11.2,-1.94895734932464
"455",11.1,-1.94895734932464
"456",13.4,-1.94895734932464
"457",10.3,-1.94895734932464
"458",9.6,-1.94895734932464
"459",11.2,-1.94895734932464
"460",9,-1.94895734932464
"461",11.3,-1.94895734932464
"462",9.3,-1.94895734932464
"463",11.8,-1.94895734932464
"464",9,-1.94895734932464
"465",9.2,-1.94895734932464
"466",9.7,-1.94895734932464
"467",11.5,-1.94895734932464
"468",14,-1.94895734932464
"469",9.2,-1.94895734932464
"470",9.8,-1.94895734932464
"471",10.6,-1.94895734932464
"472",11.4,-1.94895734932464
"473",10.4,-1.94895734932464
"474",10.6,-1.94895734932464
"475",9.4,-1.94895734932464
"476",10.2,-1.94895734932464
"477",9.7,-1.94895734932464
"478",11,-1.94895734932464
"479",10.2,-1.94895734932464
"480",10.1,-1.94895734932464
"481",9.2,-1.94895734932464
"482",11.7,-1.94895734932464
"483",9.4,-1.94895734932464
"484",9.4,-1.94895734932464
"485",13.4,-1.94895734932464
"486",10,-1.94895734932464
"487",10,-1.94895734932464
"488",10,-1.94895734932464
"489",10.8,-1.94895734932464
"490",10.2,-1.94895734932464
"491",10.6,-1.94895734932464
"492",13.3,-1.94895734932464
"493",13.4,-1.94895734932464
"494",11.6,-1.94895734932464
"495",12.1,-1.94895734932464
"496",11,-1.94895734932464
"497",9,-1.94895734932464
"498",11.1,-1.94895734932464
"499",11,-1.94895734932464
"500",11.6,-1.94895734932464
"501",9,-1.94895734932464
"502",12,-1.94895734932464
"503",12,-1.94895734932464
"504",10.9,-1.94895734932464
"505",10.8,-1.94895734932464
"506",12.5,-1.94895734932464
"507",10.8,-1.94895734932464
"508",9.5,-1.94895734932464
"509",10.2,-1.94895734932464
"510",11.4,-1.94895734932464
"511",9.5,-1.94895734932464
"512",10.2,-1.94895734932464
"513",9.7,-1.94895734932464
"514",11.8,-1.94895734932464
"515",11.8,-1.94895734932464
"516",9.3,-1.94895734932464
"517",11.9,-1.94895734932464
"518",8.4,-1.94895734932464
"519",11.7,-1.94895734932464
"520",11,-1.94895734932464
"521",10,-1.94895734932464
"522",9.1,-1.94895734932464
"523",9.8,-1.94895734932464
"524",9.4,-1.94895734932464
"525",9.5,-1.94895734932464
"526",9.9,-1.94895734932464
"527",11,-1.94895734932464
"528",11.4,-1.94895734932464
"529",8.7,-1.94895734932464
"530",9.4,-1.94895734932464
"531",10.3,-1.94895734932464
"532",10.3,-1.94895734932464
"533",10.3,-1.94895734932464
"534",12.8,-1.94895734932464
"535",10,-1.94895734932464
"536",10.3,-1.94895734932464
"537",9.4,-1.94895734932464
"538",10.7,-1.94895734932464
"539",12,-1.94895734932464
"540",11.2,-1.94895734932464
"541",9.6,-1.94895734932464
"542",11,-1.94895734932464
"543",9.9,-1.94895734932464
"544",11,-1.94895734932464
"545",8.4,-1.94895734932464
"546",9.1,-1.94895734932464
"547",9.5,-1.94895734932464
"548",10.7,-1.94895734932464
"549",10.4,-1.94895734932464
"550",9.4,-1.94895734932464
"551",9.5,-1.94895734932464
"552",10,-1.94895734932464
"553",10,-1.94895734932464
"554",11.5,-1.94895734932464
"555",11.1,-1.94895734932464
"556",11.1,-1.94895734932464
"557",11.7,-1.94895734932464
"558",11.1,-1.94895734932464
"559",11.7,-1.94895734932464
"560",12.7,-1.94895734932464
"561",11.4,-1.94895734932464
"562",9.2,-1.94895734932464
"563",9.2,-1.94895734932464
"564",10.1,-1.94895734932464
"565",12.7,-1.94895734932464
"566",11.4,-1.94895734932464
"567",9,-1.94895734932464
"568",9,-1.94895734932464
"569",10.7,-1.94895734932464
"570",11.7,-1.94895734932464
"571",11,-1.94895734932464
"572",11.7,-1.94895734932464
"573",10.4,-1.94895734932464
"574",9.6,-1.94895734932464
"575",10,-1.94895734932464
"576",10.2,-1.94895734932464
"577",10,-1.94895734932464
"578",9.5,-1.94895734932464
"579",9.8,-1.94895734932464
"580",9.8,-1.94895734932464
"581",9.6,-1.94895734932464
"582",9.6,-1.94895734932464
"583",9.2,-1.94895734932464
"584",9.9,-1.94895734932464
"585",10.7,-1.94895734932464
"586",9.6,-1.94895734932464
"587",10.6,-1.94895734932464
"588",9.3,-1.94895734932464
"589",14,-1.94895734932464
"590",10.5,-1.94895734932464
"591",9.7,-1.94895734932464
"592",11.5,-1.94895734932464
"593",9.7,-1.94895734932464
"594",9,-1.94895734932464
"595",9.5,-1.94895734932464
"596",9.3,-1.94895734932464
"597",9.3,-1.94895734932464
"598",10,-1.94895734932464
"599",9.8,-1.94895734932464
"600",9.3,-1.94895734932464
"601",10,-1.94895734932464
"602",9,-1.94895734932464
"603",9.3,-1.94895734932464
"604",9,-1.94895734932464
"605",9.1,-1.94895734932464
"606",9.2,-1.94895734932464
"607",12.2,-1.94895734932464
"608",10.5,-1.94895734932464
"609",10.4,-1.94895734932464
"610",12.7,-1.94895734932464
"611",9.2,-1.94895734932464
"612",9.4,-1.94895734932464
"613",10,-1.94895734932464
"614",9.8,-1.94895734932464
"615",10.2,-1.94895734932464
"616",9.7,-1.94895734932464
"617",9.7,-1.94895734932464
"618",9.8,-1.94895734932464
"619",10.2,-1.94895734932464
"620",9.3,-1.94895734932464
"621",9.4,-1.94895734932464
"622",9.4,-1.94895734932464
"623",9.5,-1.94895734932464
"624",12.1,-1.94895734932464
"625",10.2,-1.94895734932464
"626",10.2,-1.94895734932464
"627",9.1,-1.94895734932464
"628",9.1,-1.94895734932464
"629",9.3,-1.94895734932464
"630",9.3,-1.94895734932464
"631",9.3,-1.94895734932464
"632",9.5,-1.94895734932464
"633",10.5,-1.94895734932464
"634",11.3,-1.94895734932464
"635",9.5,-1.94895734932464
"636",9.7,-1.94895734932464
"637",9.4,-1.94895734932464
"638",9.4,-1.94895734932464
"639",10.2,-1.94895734932464
"640",10.3,-1.94895734932464
"641",9.4,-1.94895734932464
"642",9.5,-1.94895734932464
"643",9.4,-1.94895734932464
"644",9.5,-1.94895734932464
"645",9.4,-1.94895734932464
"646",10.1,-1.94895734932464
"647",10.1,-1.94895734932464
"648",11,-1.94895734932464
"649",11.2,-1.94895734932464
"650",11.3,-1.94895734932464
"651",9.6,-1.94895734932464
"652",11.2,-1.94895734932464
"653",14.9,-1.94895734932464
"654",12,-1.94895734932464
"655",9.5,-1.94895734932464
"656",9.4,-1.94895734932464
"657",9.6,-1.94895734932464
"658",10.5,-1.94895734932464
"659",9.6,-1.94895734932464
"660",11,-1.94895734932464
"661",9.6,-1.94895734932464
"662",9,-1.94895734932464
"663",9.6,-1.94895734932464
"664",10.2,-1.94895734932464
"665",10.2,-1.94895734932464
"666",9.7,-1.94895734932464
"667",9.5,-1.94895734932464
"668",9.2,-1.94895734932464
"669",11,-1.94895734932464
"670",9.2,-1.94895734932464
"671",10,-1.94895734932464
"672",9.5,-1.94895734932464
"673",9.5,-1.94895734932464
"674",9.5,-1.94895734932464
"675",9.3,-1.94895734932464
"676",10.2,-1.94895734932464
"677",9.3,-1.94895734932464
"678",9.9,-1.94895734932464
"679",10,-1.94895734932464
"680",9.6,-1.94895734932464
"681",9,-1.94895734932464
"682",10.2,-1.94895734932464
"683",9.8,-1.94895734932464
"684",11.3,-1.94895734932464
"685",9.4,-1.94895734932464
"686",11.3,-1.94895734932464
"687",9.1,-1.94895734932464
"688",9.7,-1.94895734932464
"689",9.4,-1.94895734932464
"690",9.4,-1.94895734932464
"691",10.7,-1.94895734932464
"692",9.8,-1.94895734932464
"693",9,-1.94895734932464
"694",9.4,-1.94895734932464
"695",9.4,-1.94895734932464
"696",12.8,-1.94895734932464
"697",9.5,-1.94895734932464
"698",9.5,-1.94895734932464
"699",9.7,-1.94895734932464
"700",10.8,-1.94895734932464
"701",10.1,-1.94895734932464
"702",9.5,-1.94895734932464
"703",9.4,-1.94895734932464
"704",9.6,-1.94895734932464
"705",9.7,-1.94895734932464
"706",9.9,-1.94895734932464
"707",10,-1.94895734932464
"708",10.5,-1.94895734932464
"709",11.6,-1.94895734932464
"710",10,-1.94895734932464
"711",10.1,-1.94895734932464
"712",9.5,-1.94895734932464
"713",9.4,-1.94895734932464
"714",9.4,-1.94895734932464
"715",9.8,-1.94895734932464
"716",9.2,-1.94895734932464
"717",9.4,-1.94895734932464
"718",10,-1.94895734932464
"719",9.6,-1.94895734932464
"720",9.5,-1.94895734932464
"721",9.6,-1.94895734932464
"722",9.2,-1.94895734932464
"723",10,-1.94895734932464
"724",9.5,-1.94895734932464
"725",11.2,-1.94895734932464
"726",10.4,-1.94895734932464
"727",11.1,-1.94895734932464
"728",9.5,-1.94895734932464
"729",9.5,-1.94895734932464
"730",12.7,-1.94895734932464
"731",9.6,-1.94895734932464
"732",11.5,-1.94895734932464
"733",9.6,-1.94895734932464
"734",9.5,-1.94895734932464
"735",9.3,-1.94895734932464
"736",9.5,-1.94895734932464
"737",9.5,-1.94895734932464
"738",9.3,-1.94895734932464
"739",9.2,-1.94895734932464
"740",9.3,-1.94895734932464
"741",11.5,-1.94895734932464
"742",9.5,-1.94895734932464
"743",9.2,-1.94895734932464
"744",10,-1.94895734932464
"745",9.5,-1.94895734932464
"746",9.5,-1.94895734932464
"747",9,-1.94895734932464
"748",9.4,-1.94895734932464
"749",9.6,-1.94895734932464
"750",9.5,-1.94895734932464
"751",9.5,-1.94895734932464
"752",9.5,-1.94895734932464
"753",9.4,-1.94895734932464
"754",9.5,-1.94895734932464
"755",9.1,-1.94895734932464
"756",10.7,-1.94895734932464
"757",11.2,-1.94895734932464
"758",9.8,-1.94895734932464
"759",9.8,-1.94895734932464
"760",9.2,-1.94895734932464
"761",9.7,-1.94895734932464
"762",9.6,-1.94895734932464
"763",10,-1.94895734932464
"764",9.6,-1.94895734932464
"765",9.5,-1.94895734932464
"766",9.5,-1.94895734932464
"767",9.4,-1.94895734932464
"768",9.5,-1.94895734932464
"769",9.7,-1.94895734932464
"770",9.6,-1.94895734932464
"771",9.7,-1.94895734932464
"772",9.4,-1.94895734932464
"773",9.4,-1.94895734932464
"774",9.5,-1.94895734932464
"775",9.5,-1.94895734932464
"776",10,-1.94895734932464
"777",10.3,-1.94895734932464
"778",10.3,-1.94895734932464
"779",10.5,-1.94895734932464
"780",9.8,-1.94895734932464
"781",9.4,-1.94895734932464
"782",9.8,-1.94895734932464
"783",10,-1.94895734932464
"784",9.8,-1.94895734932464
"785",9.8,-1.94895734932464
"786",9.5,-1.94895734932464
"787",9.5,-1.94895734932464
"788",10.1,-1.94895734932464
"789",10.1,-1.94895734932464
"790",9.3,-1.94895734932464
"791",9.7,-1.94895734932464
"792",9.6,-1.94895734932464
"793",9.7,-1.94895734932464
"794",10.8,-1.94895734932464
"795",12.5,-1.94895734932464
"796",10.2,-1.94895734932464
"797",9.6,-1.94895734932464
"798",10.8,-1.94895734932464
"799",10.7,-1.94895734932464
"800",10.7,-1.94895734932464
"801",9.4,-1.94895734932464
"802",10,-1.94895734932464
"803",12.9,-1.94895734932464
"804",9.6,-1.94895734932464
"805",9.9,-1.94895734932464
"806",12.8,-1.94895734932464
"807",12.5,-1.94895734932464
"808",12.8,-1.94895734932464
"809",9.2,-1.94895734932464
"810",10.3,-1.94895734932464
"811",10.5,-1.94895734932464
"812",10.9,-1.94895734932464
"813",10.8,-1.94895734932464
"814",11.4,-1.94895734932464
"815",11.3,-1.94895734932464
"816",10.8,-1.94895734932464
"817",10.5,-1.94895734932464
"818",11.9,-1.94895734932464
"819",9.4,-1.94895734932464
"820",9.6,-1.94895734932464
"821",9.7,-1.94895734932464
"822",14,-1.94895734932464
"823",9.8,-1.94895734932464
"824",9.8,-1.94895734932464
"825",10.3,-1.94895734932464
"826",10.7,-1.94895734932464
"827",11,-1.94895734932464
"828",10.7,-1.94895734932464
"829",12.7,-1.94895734932464
"830",11.1,-1.94895734932464
"831",10.9,-1.94895734932464
"832",11.1,-1.94895734932464
"833",9.9,-1.94895734932464
"834",9.9,-1.94895734932464
"835",9.4,-1.94895734932464
"836",9.3,-1.94895734932464
"837",11.7,-1.94895734932464
"838",11.7,-1.94895734932464
"839",11.2,-1.94895734932464
"840",10,-1.94895734932464
"841",12.1,-1.94895734932464
"842",10.3,-1.94895734932464
"843",10.9,-1.94895734932464
"844",9.4,-1.94895734932464
"845",10.6,-1.94895734932464
"846",9.8,-1.94895734932464
"847",9.8,-1.94895734932464
"848",9.9,-1.94895734932464
"849",9.8,-1.94895734932464
"850",9.8,-1.94895734932464
"851",9.5,-1.94895734932464
"852",9.5,-1.94895734932464
"853",9.7,-1.94895734932464
"854",10.9,-1.94895734932464
"855",10.9,-1.94895734932464
"856",11.7,-1.94895734932464
"857",10.9,-1.94895734932464
"858",11.3,-1.94895734932464
"859",10.6,-1.94895734932464
"860",11.2,-1.94895734932464
"861",9.5,-1.94895734932464
"862",11.5,-1.94895734932464
"863",10.4,-1.94895734932464
"864",9.7,-1.94895734932464
"865",9.5,-1.94895734932464
"866",9.7,-1.94895734932464
"867",11.3,-1.94895734932464
"868",11.2,-1.94895734932464
"869",11.2,-1.94895734932464
"870",10.9,-1.94895734932464
"871",11.8,-1.94895734932464
"872",10.6,-1.94895734932464
"873",10,-1.94895734932464
"874",11.1,-1.94895734932464
"875",11.8,-1.94895734932464
"876",11.8,-1.94895734932464
"877",10.9,-1.94895734932464
"878",11.8,-1.94895734932464
"879",10,-1.94895734932464
"880",9.5,-1.94895734932464
"881",9.9,-1.94895734932464
"882",11.4,-1.94895734932464
"883",12,-1.94895734932464
"884",9.5,-1.94895734932464
"885",10,-1.94895734932464
"886",10.5,-1.94895734932464
