,data2.alcohol.1.1000.,exp1.1.1000.,,,
262,9.4,10.54442589,,,
263,10,10.53124211,,,
264,9.3,10.54442589,,,
265,10.9,10.47850699,,,
266,10.2,10.54442589,,,
267,9.8,10.58397724,,,
268,12.8,NA,,,
269,9.4,NA,,,
270,10.1,NA,,,
271,10.7,10.58397724,,,
272,10.1,NA,,,
273,10.1,10.49169077,,,
274,9.4,NA,,,
275,9.4,10.54442589,,,
276,10.7,10.41258808,,,
277,9.4,10.42577186,,,
278,10.1,10.50487455,,,
279,12.6,10.58397724,,,
280,10.5,10.55760967,,,
281,9.3,10.47850699,,,
282,9.9,10.57079345,,,
283,9.1,10.74218261,,,
284,10.5,10.6103448,,,
285,9.8,10.62352858,,,
286,9.8,10.58397724,,,
287,10.3,10.53124211,,,
288,10.3,10.46532321,,,
289,10.6,10.46532321,,,
290,9.2,10.46532321,,,
291,10.6,10.46532321,,,
292,10.5,10.35985296,,,
293,10.3,10.53124211,,,
294,10.1,10.53124211,,,
295,9.5,NA,,,
296,9.5,10.59716102,,,
297,9.9,10.6762637,,,
298,9.6,10.41258808,,,
299,9.7,10.38622052,,,
300,9.6,10.38622052,,,
301,10.7,10.70263127,,,
302,10.1,10.42577186,,,
303,10,10.70263127,,,
304,9.5,10.54442589,,,
305,9.2,10.70263127,,,
306,9.3,10.70263127,,,
307,9.4,10.72899883,,,
308,9.5,10.68944749,,,
309,9.5,10.59716102,,,
310,9.5,10.57079345,,,
311,9.3,10.63671236,,,
312,9.4,NA,,,
313,9.5,10.49169077,,,
314,9.4,10.63671236,,,
315,11,10.6103448,,,
316,11,10.53124211,,,
317,10.1,10.49169077,,,
318,10.4,10.47850699,,,
319,11.5,10.55760967,,,
320,10.4,10.3268935,,,
321,11.5,10.29393405,,,
322,9.7,10.47850699,,,
323,9.3,10.49169077,,,
324,9.5,10.53124211,,,
325,9.2,10.70263127,,,
326,9.2,10.51805833,,,
327,11.5,10.50487455,,,
328,11.5,10.6103448,,,
329,9.7,10.53124211,,,
330,9.5,10.43895564,,,
331,12.5,10.58397724,,,
332,12.5,10.47850699,,,
333,9.4,10.46532321,,,
334,11,10.53124211,,,
335,11.7,10.50487455,,,
336,12.2,10.46532321,,,
337,12.5,10.46532321,,,
338,10.3,10.51805833,,,
339,11.5,10.50487455,,,
340,9.8,10.3994043,,,
341,9.2,10.42577186,,,
342,11.3,10.47850699,,,
343,9.8,10.50487455,,,
344,9.8,10.57079345,,,
345,10.7,10.54442589,,,
346,9.9,10.35326107,,,
347,12.3,10.6103448,,,
348,12,10.41258808,,,
349,10,10.3994043,,,
350,9.4,10.38622052,,,
351,9.9,10.32030161,,,
352,9.4,10.59716102,,,
353,9.3,10.60375291,,,
354,13,10.59716102,,,
355,11.9,10.68944749,,,
356,12.8,10.45213942,,,
357,11,10.45213942,,,
358,11.7,10.63671236,,,
359,10.4,10.42577186,,,
360,9.8,10.47850699,,,
361,9.4,10.47850699,,,
362,9.9,10.64330425,,,
363,10,10.35985296,,,
364,10.2,10.45213942,,,
365,10,10.37303674,,,
366,11.8,10.50487455,,,
367,10,10.3994043,,,
368,9,10.59716102,,,
369,9.4,10.54442589,,,
370,12,10.6762637,,,
371,9.9,10.59716102,,,
372,8.7,10.54442589,,,
373,10.6,NA,,,
374,9.2,10.51805833,,,
375,10.8,10.59716102,,,
376,11.8,10.59716102,,,
377,11,10.57079345,,,
378,12,10.42577186,,,
379,13.3,10.58397724,,,
380,10.8,10.57079345,,,
381,9.4,10.42577186,,,
382,10,10.53124211,,,
383,9.4,10.62352858,,,
384,9.4,10.51805833,,,
385,9.2,10.63671236,,,
386,9.7,10.59716102,,,
387,9.2,10.38622052,,,
388,9.6,10.6762637,,,
389,9.2,10.43895564,,,
390,10,10.55760967,,,
391,12.9,10.55760967,,,
392,10,10.63671236,,,
393,9.5,NA,,,
394,9.1,10.47850699,,,
395,9.9,10.64989614,,,
396,13,10.51805833,,,
397,9.9,10.53124211,,,
398,11,10.42577186,,,
399,11,10.50487455,,,
400,9.4,10.41258808,,,
401,9.9,10.42577186,,,
402,10.8,10.64989614,,,
403,10.5,10.62352858,,,
404,10.5,10.51805833,,,
405,9.1,10.45213942,,,
406,10.1,10.51805833,,,
407,10.8,10.53124211,,,
408,10.8,NA,,,
409,11.3,10.34666918,,,
410,9.6,10.53124211,,,
411,9.5,10.49169077,,,
412,9.5,10.53124211,,,
413,9.3,10.41258808,,,
414,11.7,10.41258808,,,
415,9.5,10.49169077,,,
416,9.3,10.53124211,,,
417,11.7,10.43895564,,,
418,10.5,10.50487455,,,
419,10.4,10.43895564,,,
420,9.9,10.57079345,,,
421,11.8,10.45213942,,,
422,12.3,10.43895564,,,
423,10.9,10.43895564,,,
424,11,10.43895564,,,
425,10.9,10.46532321,,,
426,12.3,10.43895564,,,
427,11.4,10.43895564,,,
428,10.6,10.54442589,,,
429,9.3,10.43895564,,,
430,10.4,10.57079345,,,
431,11,10.54442589,,,
432,9.2,10.6103448,,,
433,12.8,10.36644485,,,
434,9.5,NA,,,
435,9.9,10.46532321,,,
436,9.5,10.42577186,,,
437,10.2,10.53124211,,,
438,11.2,10.37303674,,,
439,9.9,10.36644485,,,
440,9.3,10.62352858,,,
441,9.8,10.45213942,,,
442,11.3,10.66307992,,,
443,11.2,10.49169077,,,
444,11.6,NA,,,
445,12.5,10.47850699,,,
446,10.1,10.58397724,,,
447,10.5,10.53124211,,,
448,11.2,10.70263127,,,
449,10.2,10.70263127,,,
450,10.8,10.53124211,,,
451,10.8,NA,,,
452,9.1,10.42577186,,,
453,10,10.76855017,,,
454,11.2,10.51805833,,,
455,11.1,10.53124211,,,
456,13.4,10.70263127,,,
457,10.3,10.46532321,,,
458,9.6,10.43895564,,,
459,11.2,10.64989614,,,
460,9,10.72899883,,,
461,11.3,10.43895564,,,
462,9.3,10.49169077,,,
463,11.8,10.49169077,,,
464,9,10.58397724,,,
465,9.2,10.6762637,,,
466,9.7,10.43895564,,,
467,11.5,10.34666918,,,
468,14,10.58397724,,,
469,9.2,10.6762637,,,
470,9.8,10.54442589,,,
471,10.6,10.64989614,,,
472,11.4,10.66307992,,,
473,10.4,10.47850699,,,
474,10.6,10.38622052,,,
475,9.4,10.37303674,,,
476,10.2,10.47850699,,,
477,9.7,10.53124211,,,
478,11,10.45213942,,,
479,10.2,NA,,,
480,10.1,10.45213942,,,
481,9.2,10.78173395,,,
482,11.7,10.63671236,,,
483,9.4,10.49169077,,,
484,9.4,10.78173395,,,
485,13.4,10.64989614,,,
486,10,10.3994043,,,
487,10,10.37303674,,,
488,10,10.6103448,,,
489,10.8,10.54442589,,,
490,10.2,10.50487455,,,
491,10.6,10.53124211,,,
492,13.3,10.46532321,,,
493,13.4,10.41258808,,,
494,11.6,10.41258808,,,
495,12.1,10.42577186,,,
496,11,10.74218261,,,
497,9,10.68944749,,,
498,11.1,10.46532321,,,
499,11,10.60375291,,,
500,11.6,10.68944749,,,
501,9,10.53124211,,,
502,12,10.41258808,,,
503,12,10.55760967,,,
504,10.9,10.55760967,,,
505,10.8,10.3994043,,,
506,12.5,10.3994043,,,
507,10.8,NA,,,
508,9.5,10.47850699,,,
509,10.2,NA,,,
510,11.4,10.47850699,,,
511,9.5,10.51805833,,,
512,10.2,10.6103448,,,
513,9.7,10.50487455,,,
514,11.8,10.63671236,,,
515,11.8,10.53124211,,,
516,9.3,10.57079345,,,
517,11.9,10.3994043,,,
518,8.4,10.35985296,,,
519,11.7,10.33348539,,,
520,11,10.6103448,,,
521,10,10.41258808,,,
522,9.1,10.41258808,,,
523,9.8,10.49169077,,,
524,9.4,10.63671236,,,
525,9.5,10.62352858,,,
526,9.9,10.58397724,,,
527,11,10.57079345,,,
528,11.4,10.53124211,,,
529,8.7,10.63671236,,,
530,9.4,10.41258808,,,
531,10.3,10.29393405,,,
532,10.3,10.3994043,,,
533,10.3,10.49169077,,,
534,12.8,10.49169077,,,
535,10,10.49169077,,,
536,10.3,10.61693669,,,
537,9.4,10.61693669,,,
538,10.7,10.49169077,,,
539,12,10.47850699,,,
540,11.2,10.49169077,,,
541,9.6,10.57079345,,,
542,11,10.76855017,,,
543,9.9,10.62352858,,,
544,11,10.47850699,,,
545,8.4,10.53124211,,,
546,9.1,10.37303674,,,
547,9.5,10.50487455,,,
548,10.7,10.45213942,,,
549,10.4,10.3994043,,,
550,9.4,10.76855017,,,
551,9.5,10.55760967,,,
552,10,10.49169077,,,
553,10,10.53124211,,,
554,11.5,10.55760967,,,
555,11.1,10.53124211,,,
556,11.1,10.49169077,,,
557,11.7,10.62352858,,,
558,11.1,10.70263127,,,
559,11.7,10.43895564,,,
560,12.7,10.6103448,,,
561,11.4,10.43895564,,,
562,9.2,10.64989614,,,
563,9.2,10.6103448,,,
564,10.1,10.55760967,,,
565,12.7,NA,,,
566,11.4,10.45213942,,,
567,9,10.62352858,,,
568,9,10.50487455,,,
569,10.7,10.50487455,,,
570,11.7,10.53124211,,,
571,11,10.70263127,,,
572,11.7,10.53124211,,,
573,10.4,10.6103448,,,
574,9.6,10.42577186,,,
575,10,10.42577186,,,
576,10.2,10.45213942,,,
577,10,10.46532321,,,
578,9.5,10.45213942,,,
579,9.8,10.53124211,,,
580,9.8,10.66307992,,,
581,9.6,10.70263127,,,
582,9.6,10.3994043,,,
583,9.2,10.55760967,,,
584,9.9,10.47850699,,,
585,10.7,10.49169077,,,
586,9.6,10.47850699,,,
587,10.6,10.50487455,,,
588,9.3,10.58397724,,,
589,14,10.53124211,,,
590,10.5,10.46532321,,,
591,9.7,10.57079345,,,
592,11.5,10.42577186,,,
593,9.7,10.70263127,,,
594,9,10.75536639,,,
595,9.5,10.78832584,,,
596,9.3,10.51805833,,,
597,9.3,10.70263127,,,
598,10,10.54442589,,,
599,9.8,10.51805833,,,
600,9.3,10.41258808,,,
601,10,10.55760967,,,
602,9,10.47850699,,,
603,9.3,10.75536639,,,
604,9,10.78832584,,,
605,9.1,10.50487455,,,
606,9.2,10.50487455,,,
607,12.2,10.49169077,,,
608,10.5,10.49169077,,,
609,10.4,10.53124211,,,
610,12.7,10.64989614,,,
611,9.2,10.63671236,,,
612,9.4,10.47850699,,,
613,10,10.46532321,,,
614,9.8,10.43895564,,,
615,10.2,10.43895564,,,
616,9.7,10.46532321,,,
617,9.7,10.58397724,,,
618,9.8,10.50487455,,,
619,10.2,10.47850699,,,
620,9.3,10.41258808,,,
621,9.4,10.76855017,,,
622,9.4,10.50487455,,,
623,9.5,10.58397724,,,
624,12.1,10.47850699,,,
625,10.2,10.63671236,,,
626,10.2,10.47850699,,,
627,9.1,NA,,,
628,9.1,10.58397724,,,
629,9.3,10.58397724,,,
630,9.3,10.57079345,,,
631,9.3,10.46532321,,,
632,9.5,10.46532321,,,
633,10.5,10.47850699,,,
634,11.3,10.54442589,,,
635,9.5,10.38622052,,,
636,9.7,10.34666918,,,
637,9.4,10.38622052,,,
638,9.4,10.53124211,,,
639,10.2,10.62352858,,,
640,10.3,10.60375291,,,
641,9.4,10.4719151,,,
642,9.5,10.53124211,,,
643,9.4,10.43895564,,,
644,9.5,10.47850699,,,
645,9.4,10.47850699,,,
646,10.1,10.50487455,,,
647,10.1,10.59716102,,,
648,11,10.30052594,,,
649,11.2,10.58397724,,,
650,11.3,10.50487455,,,
651,9.6,10.50487455,,,
652,11.2,10.50487455,,,
653,14.9,10.50487455,,,
654,12,10.47850699,,,
655,9.5,10.43895564,,,
656,9.4,10.51805833,,,
657,9.6,10.51805833,,,
658,10.5,10.6103448,,,
659,9.6,10.51805833,,,
660,11,10.54442589,,,
661,9.6,10.53124211,,,
662,9,10.49169077,,,
663,9.6,NA,,,
664,10.2,10.53124211,,,
665,10.2,10.38622052,,,
666,9.7,10.53124211,,,
667,9.5,10.45213942,,,
668,9.2,10.38622052,,,
669,11,10.34666918,,,
670,9.2,10.47850699,,,
671,10,10.71581505,,,
672,9.5,10.53124211,,,
673,9.5,10.58397724,,,
674,9.5,10.57079345,,,
675,9.3,10.58397724,,,
676,10.2,10.53124211,,,
677,9.3,10.54442589,,,
678,9.9,10.58397724,,,
679,10,10.58397724,,,
680,9.6,10.58397724,,,
681,9,10.53124211,,,
682,10.2,10.6103448,,,
683,9.8,10.49169077,,,
684,11.3,10.51805833,,,
685,9.4,10.76855017,,,
686,11.3,10.63671236,,,
687,9.1,10.45213942,,,
688,9.7,NA,,,
689,9.4,10.53124211,,,
690,9.4,10.38622052,,,
691,10.7,10.42577186,,,
692,9.8,10.63671236,,,
693,9,10.63671236,,,
694,9.4,10.64989614,,,
695,9.4,10.54442589,,,
696,12.8,10.6103448,,,
697,9.5,10.41258808,,,
698,9.5,10.57079345,,,
699,9.7,10.57079345,,,
700,10.8,10.57079345,,,
701,10.1,10.68944749,,,
702,9.5,10.6103448,,,
703,9.4,10.66307992,,,
704,9.6,10.59716102,,,
705,9.7,10.49169077,,,
706,9.9,10.51805833,,,
707,10,10.57079345,,,
708,10.5,10.3994043,,,
709,11.6,10.42577186,,,
710,10,10.78173395,,,
711,10.1,10.49169077,,,
712,9.5,10.51805833,,,
713,9.4,10.51805833,,,
714,9.4,10.57079345,,,
715,9.8,10.6762637,,,
716,9.2,10.43895564,,,
717,9.4,10.71581505,,,
718,10,10.51805833,,,
719,9.6,10.43895564,,,
720,9.5,10.54442589,,,
721,9.6,10.54442589,,,
722,9.2,10.55760967,,,
723,10,10.57079345,,,
724,9.5,10.59716102,,,
725,11.2,10.55760967,,,
726,10.4,10.6762637,,,
727,11.1,10.47850699,,,
728,9.5,10.43895564,,,
729,9.5,10.37303674,,,
730,12.7,10.59716102,,,
731,9.6,10.46532321,,,
732,11.5,10.49169077,,,
733,9.6,10.53124211,,,
734,9.5,10.49169077,,,
735,9.3,10.66307992,,,
736,9.5,10.49169077,,,
737,9.5,10.49169077,,,
738,9.3,10.66307992,,,
739,9.2,10.43895564,,,
740,9.3,10.49169077,,,
741,11.5,10.6762637,,,
742,9.5,10.42577186,,,
743,9.2,10.42577186,,,
744,10,10.50487455,,,
745,9.5,10.66307992,,,
746,9.5,10.42577186,,,
747,9,10.43895564,,,
748,9.4,10.54442589,,,
749,9.6,10.3994043,,,
750,9.5,10.55760967,,,
751,9.5,10.54442589,,,
752,9.5,10.42577186,,,
753,9.4,10.42577186,,,
754,9.5,10.43895564,,,
755,9.1,10.62352858,,,
756,10.7,10.53124211,,,
757,11.2,10.49169077,,,
758,9.8,10.45213942,,,
759,9.8,10.34666918,,,
760,9.2,10.33348539,,,
761,9.7,10.3994043,,,
762,9.6,10.42577186,,,
763,10,10.47850699,,,
764,9.6,10.74218261,,,
765,9.5,10.55760967,,,
766,9.5,10.51805833,,,
767,9.4,NA,,,
768,9.5,10.42577186,,,
769,9.7,10.30711783,,,
770,9.6,10.30711783,,,
771,9.7,10.32030161,,,
772,9.4,10.37303674,,,
773,9.4,10.43895564,,,
774,9.5,10.51805833,,,
775,9.5,10.51805833,,,
776,10,10.45873132,,,
777,10.3,10.34666918,,,
778,10.3,10.46532321,,,
779,10.5,10.45213942,,,
780,9.8,10.38622052,,,
781,9.4,10.68285559,,,
782,9.8,10.54442589,,,
783,10,10.45213942,,,
784,9.8,10.38622052,,,
785,9.8,10.46532321,,,
786,9.5,10.55760967,,,
787,9.5,10.6103448,,,
788,10.1,10.6103448,,,
789,10.1,10.6103448,,,
790,9.3,10.55760967,,,
791,9.7,10.6103448,,,
792,9.6,10.47850699,,,
793,9.7,10.76855017,,,
794,10.8,10.47850699,,,
795,12.5,10.58397724,,,
796,10.2,10.57079345,,,
797,9.6,10.71581505,,,
798,10.8,10.47850699,,,
799,10.7,10.3994043,,,
800,10.7,10.3994043,,,
801,9.4,10.51805833,,,
802,10,10.53124211,,,
803,12.9,10.6762637,,,
804,9.6,10.43895564,,,
805,9.9,10.58397724,,,
806,12.8,10.51805833,,,
807,12.5,10.57079345,,,
808,12.8,10.54442589,,,
809,9.2,10.6762637,,,
810,10.3,10.55760967,,,
811,10.5,10.53124211,,,
812,10.9,10.70263127,,,
813,10.8,10.62352858,,,
814,11.4,10.50487455,,,
815,11.3,10.62352858,,,
816,10.8,10.55760967,,,
817,10.5,10.3994043,,,
818,11.9,NA,,,
819,9.4,10.55760967,,,
820,9.6,NA,,,
821,9.7,10.63671236,,,
822,14,NA,,,
823,9.8,10.3994043,,,
824,9.8,10.41258808,,,
825,10.3,10.3994043,,,
826,10.7,10.43895564,,,
827,11,10.49169077,,,
828,10.7,10.47850699,,,
829,12.7,10.37303674,,,
830,11.1,10.37303674,,,
831,10.9,10.43236375,,,
832,11.1,10.38622052,,,
833,9.9,10.55760967,,,
834,9.9,10.49169077,,,
835,9.4,10.43236375,,,
836,9.3,10.71581505,,,
837,11.7,10.49169077,,,
838,11.7,10.49169077,,,
839,11.2,10.49169077,,,
840,10,10.6103448,,,
841,12.1,10.59716102,,,
842,10.3,10.46532321,,,
843,10.9,10.46532321,,,
844,9.4,10.41258808,,,
845,10.6,10.43895564,,,
846,9.8,10.43895564,,,
847,9.8,10.45213942,,,
848,9.9,10.6103448,,,
849,9.8,10.46532321,,,
850,9.8,10.42577186,,,
851,9.5,10.41258808,,,
852,9.5,10.66307992,,,
853,9.7,10.3994043,,,
854,10.9,10.6103448,,,
855,10.9,10.3994043,,,
856,11.7,10.42577186,,,
857,10.9,10.66307992,,,
858,11.3,10.68944749,,,
859,10.6,10.45213942,,,
860,11.2,10.55760967,,,
861,9.5,10.51805833,,,
862,11.5,10.49169077,,,
863,10.4,10.6103448,,,
864,9.7,10.53124211,,,
865,9.5,10.59716102,,,
866,9.7,10.51805833,,,
867,11.3,10.3994043,,,
868,11.2,10.3994043,,,
869,11.2,10.53124211,,,
870,10.9,10.47850699,,,
871,11.8,10.75536639,,,
872,10.6,10.6103448,,,
873,10,10.50487455,,,
874,11.1,10.38622052,,,
875,11.8,10.35985296,,,
876,11.8,10.43895564,,,
877,10.9,10.63671236,,,
878,11.8,10.53124211,,,
879,10,10.37303674,,,
880,9.5,10.32030161,,,
881,9.9,10.43895564,,,
882,11.4,10.63671236,,,
883,12,10.50487455,,,
884,9.5,10.50487455,,,
885,10,10.46532321,,,
886,10.5,10.6103448,,,
887,10.4,10.50487455,,,
888,12.1,10.55760967,,,
889,11.2,10.50487455,,,
890,9.3,10.55760967,,,
891,10.1,10.57079345,,,
892,9.7,10.50487455,,,
893,9.3,10.50487455,,,
894,9.7,10.57079345,,,
895,9.8,10.50487455,,,
896,10.7,10.41258808,,,
897,12.5,10.3994043,,,
898,10.7,10.54442589,,,
899,12.5,10.50487455,,,
900,11,10.3994043,,,
901,11.8,10.42577186,,,
902,10.8,10.54442589,,,
903,10.8,10.53124211,,,
904,10.8,10.57079345,,,
905,10.8,10.43895564,,,
906,9.5,10.41258808,,,
907,11,10.51805833,,,
908,11.5,10.49169077,,,
909,10.8,10.46532321,,,
910,11.5,10.47850699,,,
911,13.2,10.59716102,,,
912,10.9,10.59716102,,,
913,12.2,10.6103448,,,
914,12.2,10.54442589,,,
915,11.5,10.58397724,,,
916,11.9,10.54442589,,,
917,11,10.33348539,,,
918,10.1,10.55760967,,,
919,11,10.47850699,,,
920,11.8,10.3994043,,,
921,10.5,10.30711783,,,
922,11,10.58397724,,,
923,11.8,10.58397724,,,
924,10.1,10.50487455,,,
925,11.2,10.53124211,,,
926,11,10.51805833,,,
927,10.2,NA,,,
928,9.2,10.49169077,,,
929,11.2,10.49169077,,,
930,12,10.63671236,,,
931,10.5,10.38622052,,,
932,9.8,10.50487455,,,
933,9.5,10.50487455,,,
934,9.8,10.54442589,,,
935,10.5,10.53124211,,,
936,11.8,10.51805833,,,
937,11.8,10.72899883,,,
938,10.4,10.63671236,,,
939,12.9,10.62352858,,,
940,11.4,10.47850699,,,
941,12.4,10.6103448,,,
942,12.5,10.51805833,,,
943,10,10.70922316,,,
944,9.7,10.79491773,,,
945,12.1,10.3994043,,,
946,11.1,10.35985296,,,
947,12,10.61693669,,,
948,12.4,10.37303674,,,
949,11.9,NA,,,
950,11.9,10.49169077,,,
951,11.9,10.61693669,,,
952,12.4,10.45213942,,,
953,11.2,10.38622052,,,
